,Follower ID,Tweet ID,Tweet text
0,1269614533707993089,1529848890182320128,RT @Korsogyimi: Drop your handles and let’s follow now !!!!!
1,1269614533707993089,1529848827343163395,"RT @AnfieldWatch: 📺 Jordan Henderson on what Divock Origi's best moment in a Liverpool shirt has been:

""Champions League final - easy!"" 🔴…"
2,1269614533707993089,1529848759995203586,RT @Declancarr96: Because he’s levels above both?
3,1269614533707993089,1529848616831033344,"RT @kadiongh: Available in all sizes
GHC 120.

DM or WhatsApp https://t.co/lzpNSQTHo8 to place ur order https://t.co/mqqf0mB9QB"
4,1269614533707993089,1529848548967206913,@ChampionsLeague Bayern Munich
5,1269614533707993089,1529848501651357698,"RT @ChampionsLeague: 🏆 Who won the European Cup the year you were born?

#UCLfinal https://t.co/ZuZZawsufb"
6,1269614533707993089,1529848454851309574,RT @AnfieldEdition: Luis Diaz’s omission from Colombia’s latest International squad is purely down to being rested. The Liverpool forward h…
7,1269614533707993089,1529848399691923456,RT @BlackYellow: He does it all 💎 https://t.co/o0QCRsJnZo
8,1269614533707993089,1529848316531441671,"RT @goal: Manchester United have told Frenkie de Jong to hurry up and decide if he is open to joining the club, according to Sport 😅 https:…"
9,1269614533707993089,1529848297162166279,RT @LFCTransferRoom: 🇫🇷❗️𝐍𝐄𝐖𝐒: AS Monaco have no intention to accept less than €80m for Aurélien Tchouaméni. He’s giving priority to Real M…
10,1269614533707993089,1529848229273149443,"RT @kwekuedilson: Who canceled Yaw Annor's name from the local blackstars squad?

Yaw Annor should be recalled asap https://t.co/uIRHBUHGW7"
11,1269614533707993089,1529848192447160320,"RT @AnfieldWatch: Roberto Firmino:

""I want to stay. I'm very happy here and I'm grateful to God to be here playing at a great club with gr…"
12,1269614533707993089,1529847943553077251,"RT @ChampionsLeague: ⚪️ Valverde vs Camavinga 👇

#UCLfinal https://t.co/oTiVHFtYYb"
13,1269614533707993089,1529847560638283779,"RT @AfricaFactsZone: Africa's most expensive car, Laraki Epitome is a Moroccan made sports car which costs $2 million.

It has 1,200 horsep…"
14,1269614533707993089,1529847115949678593,RT @ghcastor: 3 FIXED DRAW MATCHES AVAILABLE
15,1269614533707993089,1529840026099531781,"RT @AnfieldWatch: 📊 STAT: Alisson Becker is the only player to start all 12 games for the Reds in Europe this season, with Fabinho, Sadio M…"
16,1269614533707993089,1529838910792146946,RT @Lulu4Wendy: Lemme bring this back to the tl 😂😂😂🤣….a real legend . https://t.co/5MymNkgve2
17,1269614533707993089,1529838705413963776,"RT @FabrizioRomano: Official, confirmed. Mark van Bommel has been appointed as new Royal Antwerp manager - he’ll work together with Mark Ov…"
18,1269614533707993089,1529837634813677569,"RT @BetCIub: Treble of Tranquility ❤️

⏰ 5pm

1. 🇸🇯 Mjondalen to score 2 or more
2. 🇸🇯 Start vs Raufoss Over 2.5 goals
3. 🇸🇯 Asane vs Groru…"
19,1269614533707993089,1529837478055755776,@HeartsOfOakGH @DanielBarnieh https://t.co/hY0B5l8LW7
20,754822526,1497258714373541888,@Scotgal2Scotgal Nice
21,754822526,1495725492531609603,@BbwDimples Lovely hun 😘
22,754822526,1495725223265591299,@TheRedmenTV Charlie adam
23,754822526,1494759103192870920,@SexyKat35977863 Sxy
24,754822526,1494759052236279810,@SexyKat35977863 Need suckin hunnx
25,754822526,1493509036389675014,@BbwKrys Bbw add me
26,754822526,1493350275570180097,@BbwKrys Add then
27,754822526,1493337985198305288,@BbwDimples Stunnin
28,754822526,1493233196284411907,@BbwDimples Any room x
29,754822526,1493210683588104196,@kelly57118811 U look upset hun
30,754822526,1493152075248807938,"RT @DWifey03: Morning you beautiful people, happy valentine's Day to you all and I hope you get what you want😈😈

Please RT and follow ❤️❤️…"
31,754822526,1493150897626615808,@FiestyKitty79 U adding me kitty
32,754822526,1492976452270178304,@SexyKat35977863 Very nice hun xx
33,754822526,1492778775561621504,@FiestyKitty79 Mornin
34,754822526,1492646327582445575,@ClareCl27671359 Night x
35,754822526,1492581249042599947,@DWifey03 @RoamersDesert Very nice
36,754822526,1492223810581446661,@TheRedmenTV Jota Diaz salah
37,754822526,1490695315493687297,RT @Carla36GG: cum with me baby 💦 click my link 💋💋 https://t.co/XR2TNDgXg5
38,754822526,1490695294836789251,RT @Carla36GG: Come to bed with me baby 🤗 https://t.co/Ow1Tl4tRJd
